kod;masco2020;keterangan
;751510;Penggred  Sayur-Sayuran
;751511;Perasa Jus
;751512;Penggred Minyak
;751513;Penggred Padi
;751514;Pemeriksa Padi
;751515;Pengisih Padi
;751516;Penggred Ikan
;751517;Penggred Buah Kelapa Sawit
;751518;Penggred Telur
;751519;Penggred Sarang Burung
;751520;Inspektor Kualiti, Pemprosesan Daging Halal
;751601;Penggred Tembakau
;751602;Pembuat Cerut
;751603;Pembuat Rokok
;751604;Pemeriksa Kualiti Rokok
;751605;Pengisih Tembakau
;751606;Pengawet Tembakau
;751607;Pengering Tembakau
;751608;Penghiris Tembakau
;761101;Pengawet Kayu
;761102;Perawat Kayu
;761103;Pengering Kayu
;761104;Penggred Kayu
;761105;Penggred Venir
;761201;Pembuat Kabinet
;761202;Pembina Kereta Lembu
;761203;Pembuat Perabot
;761204;Pembuat Keranda
;761205;Pembuat Terompah
;761206;Pembuat Model Kayu
;761207;Pemasang Venir
;761208;Pembuat Bingkai Gambar
;761209;Pelarik Kayu (Tangan)
;761210;Pemasang Tatahan
;761211;Pembuat Kerja Kayu
;761212;Pembuat Pola Corak Kayu
;761213;Pembuat Alat Permainan Kayu
;761214;Pembuat Peralatan Sukan Kayu
;761215;Penggilap Kayu
;761216;Pengilat Kayu
;761217;Pengukir Kayu
;761218;Pembuat Paten Kayu
;761301;Pelaras Mesin Kayu
;761302;Pengendali Mesin Kayu
;761303;Pengeset Mesin Kayu
;761304;Operator Mesin Ukur (Kayu)
;761305;Penggergaji Tepat, Kerja Kayu
;761306;Pengeset Mesin, Kerja Kayu
;761307;Operator Mesin Penetap, Kerja Kayu
;762101;Tukang Jahit
;762102;Tukang Jahit Pakaian
;762103;Pembuat Topi Wanita
;762104;Pembuat Songkok
;762105;Pembuat Topi
;762106;Pembuat Rambut Palsu
;762107;Operator Menjahit
;762108;Penjahit
;762109;Pekerja Menjahit
;762110;Pembaik Permaidani
;762111;Penyulam Tangan
;762112;Pembuat Bunga Tiruan
;762113;Pembuat Anak Patung dan Alat Permainan Lembut
;762114;Pembaik Fabrik Kait
;762115;Pembuat Renda Tangan
;762116;Pembuat Guni
;762117;Pembuat Layar Khemah dan Kajang
;762118;Pembuat Payung
;762119;Pembuat Sarung Tangan Jalinan
;762120;Pembuat Sarung Tangan Jaring
;762121;Penarik Benang Mesin Tenun Tangan
;762122;Penenun Sarung Tangan Kain
;762123;Pengait Krusye Tangan
;762124;Pengait Tangan
;762125;Pengajar Menenun
;762126;Pembuat Tudung Wanita
;762127;Pembuat Telekung
;762128;Penjahit Bulu Binatang
;762129;Pembuat Sampel
;762201;Pembuat-Pola, Pakaian
;762202;Pembuat-Pola, Topi
;762203;Pembuat Pakaian
;762204;Pemotong Pakaian
;762205;Pemotong Khemah
;762206;Pemotong Layar
;762207;Pemotong Payung
;762208;Pemotong Sarung Tangan
;762209;Pemotong Tilam
;762210;Pembuat-Pola Kertas
;762211;Pembuat-Pola, Khemah
;762212;Pembuat-Pola, Layar
;762213;Pembuat-Pola, Payung
;762214;Pembuat-Pola, Sarung Tangan
;762215;Pembuat-Pola, Tilam
;762216;Pembuat-Pola, Bulu Binatang
;762301;Pembuat Kasut
;762302;Pembuat Kasut Bedah
;762303;Pembuat Kasut Ortopedik
;762304;Pembaik Kasut
;762305;Tukang Kasut
;762306;Pembuat Pola Kasut
;762307;Pembuat Kasut Sukan
;762308;Pembuat Peralatan Kasut Sukan
;762309;Pembuat Beg Tangan Kulit
;762310;Pembuat Dompet
;762311;Pembuat Tali Pinggang
;762401;Pembuat Upholsteri Perabot
;762402;Pembuat Upholsteri Kenderaan
;762403;Pembuat Tilam
;762404;Pembuat Kusyen
;762405;Pembuat Perabot Lembut
;762406;Pembuat Peralatan Tempat Tidur
;762407;Pembuat Upholsteri Pesawat Udara
;762408;Pembuat Upholsteri Gerabak Kereta api
;762409;Pembuat Upholsteri Ortopedik
;762501;Pengemas Kulit Bulu
;762502;Penyamak Kulit
;762503;Penyedia Belulang
;762504;Penyertu Kulit
;763101;Juruselam
;763102;Juruselam, Pembinaan
;763103;Pekerja Dalam Air
;763104;Juruselam Dalam Air
;763201;Pembedil
;763202;Pembagas
;763203;Pekerja Letupan
;763204;Peletup
;763301;Penggred Gentian
;763302;Inspektor Kualiti
;763303;Pengelas Benang Bulu
;763401;Penghapus Perosak
;763402;Pengasap
;763403;Pekerja Pengasap Lebah
;763404;Pekerja Pengasap Nyamuk
;763405;Pekerja Pengasap Semut
;763406;Operator Pengasapan, Perkhidmatan
;763407;Operator Pengasapan, Rumpai
;763408;Operator Pengasapan, Tanih
;763409;Pengawal Rumpai
;763901;Pengemas Lensa Optik
;763902;Pembuat Acuan Lensa Optik
;763903;Operator Kamera
;763904;Pembantu Kemahiran Gred H19
;811101;Pelombong
;811102;Pekerja Kuari
;811103;Operator Mesin Gerudi
;811104;Operator Mesin Gerudi, Lombong
;811105;Operator Mesin Pemotong. Lombong
;811106;Pengumpul Sampel, Lombong
;811107;Operator Mesin Gerudi, Kuari
;811108;Pengumpul Sampel Kuari
;811109;Tukang Kayu Bawah Tanah
;811110;Pengendali Dragline (Perlombongan)
;811111;Operator Loji Perlombongan
;811112;Bolter Bumbung (Perlombongan)
;811113;Pelombong Arang Batu
;811201;Operator Mesin, Pemprosesan Batu
;811202;Operator Mesin, Pengasing Batu
;811203;Operator Mesin, Penghancur Batu
;811204;Operator Mesin, Pengisar Batu
;811205;Operator Mesin, Pengisar Galian
;811206;Operator Pengasing Magnet
;811207;Pekerja Pengapungan Galian
;811208;Pengolah Bijih Timah
;811209;Penjaga Jig
;811210;Operator Loji Pemprosesan, Galian dan Batu
;811211;Operator Loji Pencampuran
;811212;Pembasuh Arang
;811213;Pengendali Mesin Penghancur (Pemprosesan Mineral atau Batu)
;811301;Operator, Peralatan Gerudi
;811302;Operator, Peralatan Gerudi Kabel
;811303;Operator, Peralatan Gerudi Telaga
;811304;Operator, Derik Telaga Minyak dan Gas
;811305;Operator, Peralatan Menarik Telaga Minyak dan Gas
;811306;Operator Mesin, Peralatan Gerudi Telaga
;811307;Penggerudi
;811308;Atendan Tromel
;811309;Operator Peralatan Gerudi
;811310;Bore Sinker
;811311;Pekerja Derik
;811312;Operator Derik
;811313;Penolak Alat
;811314;Penolak Tour
;811315;Operator Kelengkapan Gerudi Putar
;811316;Operator Talian Dawai
;811317;Pembantu Penggerudi
;811318;Operator Perkhidmatan
;811319;Pembantu Operator - L&PI,II
;811401;Operator Mesin, Pembancuh Konkrit
;811402;Operator Mesin, Produk Konkrit Tuang
;811403;Operator Mesin, Produk Simen
;811404;Operator Mesin, Asbestos
;811405;Operator Mesin, Produk Simen Asbestos
;811406;Operator Mesin, Batu Tuang
;811407;Operator Mesin, Jubin Terazo
;811408;Operator Mesin, Penyalut Bahan Lelas
;811409;Operator Mesin, Penggilap Berlian
;811410;Operator Mesin, Penggilap Batu
;812101;Operator Relau
;812102;Operator Relau, Penghalusan Keluli
;812103;Operator Relau, Penukaran Keluli
;812104;Operator Penggelek Panas, Keluli
;812105;Operator Relau, Peleburan Logam
;812106;Operator Relau, Peleburan Logam (Relau Bagas)
;812107;Operator Relau, Pemanasan Semula Logam
;812108;Operator Relau, Pengerasan Selongsong Logam
;812109;Operator Relau, Pengerasan Logam
;812110;Operator Relau, Penghalusan Logam Bukan Ferus
;812111;Operator Peniupan Penukar, Penukaran Keluli
;812112;Operator Relau, Perawatan Haba Logam
;812113;Operator Mesin, Penarik Logam
;812114;Operator Mesin, Acuan Tuang
;812115;Operator Mesin, Logam Tuang
;812116;Operator Mesin, Empar Tuang
;812117;Operator Penggelek, Logam Bukan Ferus
;812118;Operator, Meja Pengisar
;812119;Penarik Logam
;812120;Penyembul Logam
;812121;Penyepuh Lindap Logam
;812122;Operator Mesin, Oawai Berduri
;812123;Operator Mesin, Paip dan Tiub Tanpa Kelim
;812124;Operator Mesin, Penanggal dan Pemotong Dawai
;812125;Operator Mesin, Penarikan Dawai
;812126;Operator Mesin, Penebatan
;812127;Operator Mesin, Penyembulan Dawai
;812128;Penarik Dawai
;812129;Penarik Paip dan Tiub Tanpa Kelim
;812130;Operator Peleburan
;812131;Operator, Fabrikasi Keluli
;812132;Penggelek Keluli
;812201;Operator Mesin, Pengelektroplatan Logam
;812202;Penyadur Elektroplat
;812203;Operator Mesin, Pencelupan Logam
;812204;Penyadur Celup Panas
;812205;Operator Mesin, Penyaduran Logam
;812206;Penyadur Logam
;812207;Operator Mesin, Peralatan Bagas Pasir
;812208;Pembagas Pasir, Logam
;812209;Operator Mesin, Kemasan Barangan Logam Tuang
;812210;Pekerja Kemasan Tuangan
;812211;Pembersih Logam
;812212;Operator Mesin, Penyembur Logam
;812213;Operator Pengoksida
;812214;Operator Acuan
;813101;Operator Mesin, Pembancuh Cat
;813102;Operator Mesin, Pembancuh dan Pengadun Proses Kimia
;813103;Operator Mesin, Pembancuh Garn
;813104;Operator Mesin, Penghalus Proses Kimia
;813105;Operator Pengisar Gelek, Proses Kimia
;813106;Operator Penghancur, Proses Kimia
;813107;Pembancuh Belerang, Proses Kimia
;813108;Operator Loji Pengolahan Haba. Proses Kimia
;813109;Operator Pengering, Proses Kimia
;813110;Operator Peralatan Masak, Proses Kimia
;813111;Operator Peralatan Membakar, Proses Kimia
;813112;Operator Retort, Proses Kimia
;813113;Operator Semburan Kering Proses Kimia
;813114;Operatur Tanur Proses Kimia
;813115;Pekerja Relau, Simen
;813116;Tukang Bakar. Proses Kimia
;813117;Tukang Masak, Proses Kimia
;813118;Operator Penekan. Penurasan Proses Kimia
;813119;Operator Mesin, Pengayak, Proses Kimia
;813120;Operator Pengasing. Proses Kimia
;813121;Operator Peralatan Merawat Minyak Mentah
;813122;Penuras Dram Putar
;813123;Operator Loji Asid
;813124;Operator Loji Baja
;813125;Operator Mesin, Peluntur Kimia
;813126;Operator Vakum Pan Kimia (Kecuali Petroleum dan Gas Asli)
;813127;Operator Penukar Proses Kimia (Kecuali Petroleum dan Gas Asli)
;813128;Operator Penyejat
;813129;Operator Penyulingan Kelompok (Proses Kimia Kecuali Petroleum dan Gas Asli)
;813130;Operator Penyulingan Proses Kimia
;813131;Operator Penyulingan Berterusan (Proses Kimia Kecuali Petroleum dan Gas Asli)
;813132;Operator Penyulingan Turpentin
;813133;Operator Tanur Arang
;813134;Pembakar Sulfur
;813135;Pembuat Busa Kimia
;813136;Pembuat Yarn Sintetik
;813137;Penukar Reaktor (Proses Kimia)
;813138;Penyadur Enamel Kimia
;813139;Operator Perawat. Sisa Radioaktif
;813140;Operator Mesin, Pengeluaran Bahan Cuci
;813141;Operator Mesin, Pengeluaran Coke
;813142;Operator Mesin, Pengeluar
;813143;Operator Mesin, Produk Farmaseutikal
;813144;Operator Mesin, Produk Kelengkapan dandanan Diri
;813145;Operator Mesin, Pembasuhan Kimia dan Bahan Berkaitan
;813146;Operator Mesin, Pengeluaran Bahan Letupan
;813147;Operator Mesin, Pengeluaran Bunga Api
;813148;Operator Mesin, Pengeluaran Gas Halogen
;813149;Operator Mesin, Pengeluaran Gas Hidrogen
;813150;Operator Mesin, Pengeluaran Gas Klarin
;813151;Operator Mesin, Pengeluaran Lilin
;813152;Operator Mesin, Pengeluaran Linoleum
;813153;Operator Mesin, Pengeluaran Mancis
;813154;Operator Mesin, Pengeluaran Pensel
;813155;Operator Mesin, Pengeluaran Plumbum
;813156;Operator Mesin, Produk Peluru
;813157;Operator Mesin, Sabun
;813201;Pembantu Am, Ahli Fotografi
;813202;Operator Mesin, Pencetakan Fotografi
;813203;Operator Mesin, Penghasilan Fotografi
;813204;Operator Mesin, Pengimbasan dan Perfileman
;813205;Operator Mesin, Mesin Pemprosesan Filem
;813206;Operator Mesin, Pembesar Gambar Foto
;813207;Operator Mesin, Pengeluaran Filem Fotografi
;813208;Operator Mesin, Pengeluaran Kertas Filem
;813209;Operator Mesin, Pengeluaran Plat Fotografi
;813210;Operator Mesin, Produk Fotografi
;813211;Operator, Alat Bantuan Audio-Visual
;813212;Operator, Alat Perakam Bunyi dan lmej
;813213;Operator, Kamera Televisyen
;813214;Operator, Kamera Wayang Gambar
;813215;Operator, Perakam Filem
;813216;Operator, Perakam Pita Video
;813217;Operator, Peralatan Studio Radio dan Televisyen
;813218;Operator, Telewayang
;813219;Pekerja Kemasan Foto
;813220;Operator, Fotografi
;813221;Operator, Bilik Gelap
;813222;Pemproses Foto
;813223;Pencetak Filem Foto
;813224;Operator Mesin, Pembuat - Foto
;813225;Operator Mesin, Pencetakan/Foto (warna)
;813226;Pembuat Filem/Warna
;813227;Pembesar Foto
;813228;Pencetak Foto
;814101;Operator Mesin, Pengisar Getah
;814102;Operator Mesin, Penyembul Getah
;814103;Operator Mesin, Penekan Acuan Getah
;814104;Operator Mesin, Kalender Getah
;814105;Operator Mesin, Pemotong Getah
;814106;Operator Mesin, Pengeluaran Tayar
;814107;Pembuat Tayar
;814108;Operator Mesin, Pengeluaran Cop Getah
;814109;Operator Mesin, Produk Getah
;814110;Pembuat Beg Udara
;814111;Pembuat Busa Getah
;814112;Pembuat Hos
;814113;Operator Mesin, Busa Getah
;814114;Pembentuk Getah
;814115;Pengisar Getah
;814116;Pembeku Getah
;814117;Pembuat Getah Keping
;814118;Penjaga Rumah Asap Getah
;814119;Penggunting dan Pengisih Getah Keping
;814120;Pencuci Tangki Lateks
;814121;Pekerja Proses Getah Cebis
;814122;Operator Mesin, Pelapis Getah
;814123;Pengulir Tayar
;814201;Operator Mesin, Pembancuh Plastik
;814202;Operator Mesin, Penekan Laminat Plastik
;814203;Operator Mesin, Penyembul Plastik
;814204;Operator Mesin, Acuan Mampat Plastik
;814205;Operator Mesin, Pembentuk Vakum Plastik
;814206;Operator Mesin, Tablet Plastik
;814207;Operator Mesin, Ukir Timbul Plastik
;814208;Operator Mesin, Pengeluaran Plastik
;814209;Operator Mesin, Produk Plastik
;814210;Operator Mesin, Pengeluaran Straw Plastik
;814211;Pembentuk Plastik
;814212;Operator Mesin, Kabel Plastik
;814301;Operator Mesin, Pengeluaran Karton dan Kotak Kertas
;814302;Operator Mesin, Produk Kertas
;814303;Operator Mesin, Pengeluaran Beg Selofan
;814304;Operator Mesin, Pengeluaran Sampul
;814305;Operator Mesin, Pengeluaran Colok Kertas
;814306;Operator Mesin, Penekan Kadbod
;814307;Operator Mesin, Produk Kadbod
;814308;Pembentuk Papier Mache
;814309;Operator Mesin, Pengeluaran Beg Kertas
;814310;Operator Mesin, Pengeluaran Kadbod
;814311;Operator Mesin, Penyalut
;815101;Operator Mesin, Pemintal Benang dan Yarn
;815102;Pelilit Benang dan Yarn
;815103;Pemintal Benang dan Yarn
;815104;Penggulung Sutera
;815105;Operator Mesin, Pencampur Kapas
;815106;Operator Mesin, Penyediaan Gentian
;815107;Operator Mesin, Pengatur Tali
;815108;Operator Mesin, Pengeluaran Pintalan
;815201;Operator Mesin, Penggulung Benang (Menenun Tekstil)
;815202;Operator Mesin, Tenun
;815203;Operator Mesin, Tenun Permaidani
;815204;Operator Mesin, Kait
;815205;Operator Mesin, Pengeluaran Jaring
;815206;Operator Mesin, Kedut Tekstil
;815207;Operator Mesin, Pengukur Tekstil
;815208;Pemasang Mesin Tenun
;815209;Pemotong Kad Jacquard
;815210;Operator Mesin, Pengeluaran Renda
;815211;Operator Mesin, Tenun Fabrik
;815212;Pembaik Fabrik
;815213;Penyulam, Mesin
;815301;Operator Mesin Jahit
;815302;Operator Mesin Jahit, Kulit
;815303;Operator Mesin Jahit, Krusye
;815304;Operator Mesin Jahit, Sulaman
;815305;Operator Mesin, Pembaik Fabrik
;815401;Operator Mesin, Peluntur Tekstil
;815402;Operator Mesin, Pencelup
;815403;Operator Mesin, Kanji
;815404;Operator Mesin, Pembasuh
;815405;Operator Mesin, Pencelup Tekstil
;815406;Operator Mesin, Pencucian Kering
;815407;Operator, Kalendar Tekstil
;815408;Operator Mesin, Pengecut Tekstil
;815501;Operator Mesin, Pemproses Belulang
;815502;Operator Mesin, Penanggal Daging Belulang
;815503;Operator Mesin, Penanggal Bulu Belulang
;815504;Operator Mesin, Penyamak
;815505;Operator Mesin, Pemotong Kulit
;815506;Operator Mesin, Pencelup Kulit
;815601;Operator Mesin, Pengeluaran Kasut
;815602;Operator Mesin, Pengeluaran Kasut Ortopedik
;815603;Operator Mesin, Pengeluaran Kasut Sukan
;815604;Operator Mesin, Pengeluaran Kasut Keselamatan
;815605;Operator Mesin, Pengeluaran Kasut Khas/Orang Kurang Upaya
;815606;Operator Mesin, Pengeluaran Bagasi
;815607;Operator Mesin, Pengeluaran Beg Tangan
;815608;Operator Mesin, Pengeluaran Tali Pinggang
;815609;Operator Mesin, Pengeluaran Abah-abah
;815701;Operator Mesin, Pencelup Gentian Tekstil
;815702;Operator Mesin, Pencucian
;815703;Operator Mesin, Penekan Cucian
;815901;Operator Mesin, Pemotong Pakaian
;815902;Operator Pemotong, Pakaian Kulit
;815903;Operator Mesin, Pemotong Tekstil
;815904;Operator Mesin, Pembuat Topi
;815905;Operator Mesin, Pengeluaran Tilam
;815906;Operator Mesin, Pembuat Pola Kulit
;815907;Operator Mesin, Pembuat Pola Tekstil
;815908;Operator Mesin, Pelipat Pakaian
;816101;Operator Mesin, Pemproses Daging
;816102;Operator Mesin, Pemproses Ikan
;816103;Operator Mesin, Pemproses Makanan
;816104;Operator Mesin, Sembelihan
;816105;Operator Mesin, Pengeluaran Produk Hasil Laut
;816106;Operator Mesin, Pengeluaran Makanan lkan
;816107;Operator Mesin, Pengeluaran Sosej
;816108;Operator Mesin, Pengetinan Daging Makanan
;816109;Operator Mesin, Pengetinan lkan
;816110;Atendan Penggodak Produk Tenusu
;816111;Operator Mesin, Pemproses Produk Tenusu
;816112;Operator Mesin, Pengeluaran Ais Krim
;816113;Operator Mesin, Pengeluaran Serbuk Susu
;816114;Operator Mesin, Penggodak Produk Tenusu
;816115;Operator Mesin, Produk Mentega
;816116;Operator Panci Vakum Susu Sejat
;816117;Operator Penstril Produk Tenusu
;816118;Pengasing Krim Tenusu
;816119;Atendan Pengisar Bijian
;816120;Operator Mesin, Pengisar Biji Sawi
;816121;Pembantu Pengisar
;816122;Pencampur Rempah
;816123;Pengadun Tepung
;816124;Pengisar Bijian
;816125;Pengisar Minyak Bijian
;816126;Pengisar Minyak Kelapa Sawit
;816127;Pengisar Makanan Ternakan
;816128;Pengisar Padi
;816129;Pengisar Rempah
;816130;Pengisar Ubi
;816131;Operator Mesin, Pembakar Wafer
;816132;Operator Mesin, Pembuatan Vis
;816133;Operator Mesin, Pengeluaran Bijirin
;816134;Operator Mesin, Pengeluaran Coklat
;816135;Operator Mesin, Pengeluaran Gula-Gula
;816136;Operator Mesin, Pengeluaran Mi
;816137;Operator Mesin, Pengeluaran Pasta
;816138;Operator Mesin, Pengeluaran Pastri
;816139;Operator Mesin, Pengeluaran Roti
;816140;Operator Mesin, Pengeluaran Sagu
;816141;Atendan Penstril Kelapa Sawit
;816142;Operator Mesin, Penekan Buah-Buahan
;816143;Operator Mesin, Penekan Minyak Makan
;816144;Operator Mesin, Pemprosesan Kekacang
;816145;Operator Mesin, Pemprosesan Majerin
;816146;Operator Mesin, Pemprosesan Sayur-Sayuran
;816147;Operator Mesin, Penapisan Minyak dan Lemak
;816148;Operator Mesin, Pengeluaran Jus Buah-Buahan
;816149;Operator Mesin, Pengeluaran Jus Sayur-Sayuran
;816150;Operator Mesin, Pengeluaran Sos
;816151;Operator Mesin, Pengetinan Makanan
;816152;Operator Loji Majerin
;816153;Operator Loji Pemeringkatan
;816154;Pembakar Kacang
;816155;Pembuat Jem
;816156;Pembuat Mentega Kacang
;816157;Pengawet Sos dan Rempah-Ratus
;816158;Penyahhidrat Bahan Makanan
;816159;Operator Pemprosesan dan Penapisan Gula
;816160;Atendan Pempastur (Bru)
;816161;Atendan Penurasan
;816162;Operator Mesin, Pembuatan Cuka
;816163;Operator Mesin, Pengeluaran Minuman Ringan
;816164;Operator Mesin, Bru Arak
;816165;Operator Mesin, Pengeluaran Minuman Keras
;816166;Operator Mesin, Penyuling Arak
;816167;Operator, Peralatan Penapaian Arak
;816168;Operator Tanur. Pemaltan Arak
;816169;Operator, Loji Pembancuhan Sirap
;816170;Operator, Peralatan Mencambah Pemaltan
;816171;Pembuat, Peralatan Mencambah Pemaltan
;816172;Pekerja Pengkarbonan (Minuman Malta)
;816173;Operator Mesin, Bru
;816174;Operator Mesin, Pengeluaran Curut
;816175;Operator Mesin, Pengeluaran Rokok
;816176;Operator Mesin, Pengeluaran Tembakau
;816177;Operator Mesin, Pembancuh Makanan Haiwan
;816178;Operator Mesin, Pemprosesan Biji Koko
;816179;Operator Mesin, Pemprosesan Biji Kopi
;816180;Operator Mesin, Pemprosesan Daun Teh
;816181;Operator Mesin, Pengeluaran Serbuk Sup
;816182;Operator Mesin, Pengeluaran Tauhu
;816183;Operator Pengisar
;816184;Pencampur Perasa
;816185;Operator Pemprosesan Makanan
;816186;Penggiling Makanan
;816187;Operator Mesin, Pengupas Kelapa
;816188;Operator Mesin, Pengupas Kentang
;816189;Operator Mesin, Pengupas Nanas
;816190;Operator Mesin, Pengupas Kacang
;816191;Operator Pengeluaran. Makanan
;816192;Operator Pengeluaran. Pengilangan Makanan Halal
;816193;Operator Pengeluaran. Pemprosesan Daging Halal
;816194;Pekerja Pemprosesan Makanan
;817101;Operator Pencerna Pulpa
;817102;Operator Mesin, Penyerpih
;817103;Operator Pemukul Pulpa
;817104;Operator Mesin, Pengisar Kayu
;817105;Operator Mesin, Peluntur
;817106;Pemotong. Pulpa Kertas
;817107;Operator lnjap, Pulpa Kertas
;817108;Operator Mesin, Pembuatan Kertas
;817109;Operator Mesin, Pemotong Kertas
;817110;Operator, Loji Pulpa Kertas
;817111;Operator lnjap
;817112;Operator Kertas Pulp
;817201;Operator Kilang Papan
;817202;Operator Gergaji
;817203;Operator Gergaji, Kayu Basah
;817204;Operator Gergaji, Kayu
;817205;Operator Gergaji, Kilang Papan
;817206;Operator Larik, Pemotong Venier
;817207;Pekerja Larik Venier
;817208;Pemotong, Venier
;817209;Penyusun Teras Papan Lapis
;817210;Operator Penekan Papan Lapis
;817211;Operator Mesin, Pengering Kayu
;817212;Operator Mesin, Penakik (Pengawetan Kayu)
;817213;Operator Mesin, Perawat Kayu
;817214;Operator Pengering Venier
;817215;Operator Pengaeip Automatik
;817216;Pengeset Venier
;817217;Operator Pelekat Kayu
;817301;Operator Larik, Kerja Kayu
;817302;Pemesin Kayu
;817303;Operator Pelarik Kayu (Mesin)
;817304;Operator Mesin, Ukir Kayu
;817305;Operator Mesin, Kayu-berbulu
;817306;Operator, Las
;817307;Operator Mesin, Pengeluaran Perabot
;817308;Operator Mesin, Produk Kayu
;818101;Operator Mesin, Peneampur Tanah Liat
;818102;Operator Mesin, Peneampur Kaea
;818103;Operator Relau, Pengeluaran Kaea
;818104;Operator Retort
;818105;Operator Tanur
;818106;Operator Relau Kaea
;818107;Operator Relau Penyepuh Lindapan Kaea
;818108;Operator Tanur Bata dan Jubin
;818109;Operator Mesin, Pengeluaran Seramik
;818110;Operator Mesin, Tembikar dan Porselin
;818111;Operator Mesin, Tuang Tembikar dan Porselin
;818112;Operator Tanur Tembikar dan Porselin
;818113;Operator Relau Pembajaan Kaea
;818114;Pekerja Pembajaan Kaea
;818115;Operator Mesin, Peniupan Kaea
;818116;Operator Mesin, Penggores Kaea
;818117;Operator Mesin, Pengukir Kaea
;818118;Operator Peralatan Pembagasan Pasir Kaea
